	chrXV	1	0	0.5	23
	chrXV	2	0	0.5	25
	chrXV	5	0	1.0	25
	chrXV	8	0	1.0	25
	chrXV	17	0	0.5	25
	chrXV	19	0	1.5	25
	chrXV	23	0	0.5	25
	chrXV	62	1	0.5	25
	chrXV	68	0	0.5	24
	chrXV	86	1	0.5	23
	chrXV	93	0	0.5	25
	chrXV	99	1	0.5	24
	chrXV	124	1	0.5	25
	chrXV	125	0	0.5	25
	chrXV	143	1	0.5	25
	chrXV	155	1	0.5	25
	chrXV	163	0	0.5	25
	chrXV	170	1	1.0	25
	chrXV	171	0	0.5	25
	chrXV	200	1	0.5	25
	chrXV	204	1	0.5	25
	chrXV	206	0	0.5	25
	chrXV	207	0	1.0	25
	chrXV	217	0	0.5	25
	chrXV	229	0	0.5	25
	chrXV	232	1	0.5	25
	chrXV	242	1	0.5	25
	chrXV	282	1	0.5	25
	chrXV	289	0	0.5	25
	chrXV	293	1	1.0	25
	chrXV	299	0	0.5	25
	chrXV	313	1	0.5	25
	chrXV	342	0	1.0	25
	chrXV	343	1	0.5	25
	chrXV	348	1	0.5	25
	chrXV	361	1	0.5	25
	chrXV	370	1	0.5	25
	chrXV	372	0	0.5	25
	chrXV	381	1	0.5	25
	chrXV	388	0	1.0	25
	chrXV	396	1	0.5	25
	chrXV	401	0	0.5	25
	chrXV	405	0	0.5	25
	chrXV	407	1	1.0	25
	chrXV	413	0	0.5	25
	chrXV	427	0	0.5	25
	chrXV	442	1	0.5	25
	chrXV	454	0	1.0	25
	chrXV	459	0	0.5	25
	chrXV	474	0	1.0	25
	chrXV	477	0	1.0	25
	chrXV	488	0	0.5	25
	chrXV	493	1	0.5	25
	chrXV	494	1	1.0	25
	chrXV	496	0	1.0	25
	chrXV	501	0	0.5	24
	chrXV	501	0	1.5	25
	chrXV	501	1	0.5	25
	chrXV	508	0	0.5	25
	chrXV	510	1	0.5	25
	chrXV	511	0	0.5	25
	chrXV	525	0	0.5	25
	chrXV	536	0	0.5	25
	chrXV	546	1	1.0	25
	chrXV	547	1	1.0	25
	chrXV	552	1	1.0	25
	chrXV	554	1	1.0	25
	chrXV	556	1	0.5	25
	chrXV	557	0	0.5	25
	chrXV	563	0	0.5	25
	chrXV	565	1	0.5	23
	chrXV	566	0	0.5	25
	chrXV	567	0	0.5	25
	chrXV	569	1	1.0	25
	chrXV	570	1	0.5	25
	chrXV	596	1	0.5	25
	chrXV	598	1	0.5	25
	chrXV	610	1	1.0	25
	chrXV	611	0	1.0	25
	chrXV	613	0	0.5	25
	chrXV	614	1	0.5	25
	chrXV	627	1	0.5	25
	chrXV	631	1	0.5	25
	chrXV	640	1	0.5	25
	chrXV	645	1	1.0	25
	chrXV	649	1	0.5	25
	chrXV	651	0	0.5	25
	chrXV	658	1	0.5	25
	chrXV	667	0	0.5	25
	chrXV	688	0	0.5	25
	chrXV	691	0	0.5	25
	chrXV	693	0	0.5	25
	chrXV	720	1	0.5	25
	chrXV	735	1	0.5	25
	chrXV	748	0	0.5	25
	chrXV	749	1	1.0	25
	chrXV	752	0	0.5	25
	chrXV	754	0	2.0	25
	chrXV	755	0	1.0	25
