	chrM	1	0	4.5	23
	chrM	1	0	7.0	24
	chrM	1	0	2.0	25
	chrM	2	0	5.5	25
	chrM	3	0	1.0	25
	chrM	4	0	2.0	25
	chrM	5	0	4.5	25
	chrM	6	0	5.0	25
	chrM	7	0	2.5	25
	chrM	8	0	2.0	25
	chrM	9	0	3.0	25
	chrM	10	0	7.5	25
	chrM	11	0	1.5	25
	chrM	14	0	1.0	25
	chrM	15	0	3.5	25
	chrM	16	0	7.5	25
	chrM	17	0	4.0	25
	chrM	18	0	1.5	25
	chrM	19	0	7.5	25
	chrM	20	0	4.5	25
	chrM	21	0	17.5	25
	chrM	22	0	19.0	25
	chrM	23	0	3.5	25
	chrM	24	0	17.5	25
	chrM	25	0	10.5	25
	chrM	26	0	13.0	25
	chrM	27	0	15.0	25
	chrM	28	0	0.5	23
	chrM	28	0	32.5	25
	chrM	29	0	0.5	24
	chrM	29	0	14.5	25
	chrM	30	0	17.0	25
	chrM	31	0	19.0	25
	chrM	32	0	16.5	25
	chrM	33	0	41.5	25
	chrM	34	0	47.5	25
	chrM	35	0	31.0	25
	chrM	36	0	76.5	25
	chrM	37	0	31.0	25
	chrM	38	0	18.0	25
	chrM	39	0	41.5	25
	chrM	40	0	20.5	25
	chrM	41	0	46.0	25
	chrM	42	0	33.5	25
	chrM	43	0	9.5	25
	chrM	44	0	8.0	25
	chrM	45	0	26.5	25
	chrM	46	0	33.0	25
	chrM	47	0	40.0	25
	chrM	48	0	33.5	25
	chrM	49	0	0.5	23
	chrM	49	0	56.0	25
	chrM	50	0	33.0	25
	chrM	51	0	1.0	24
	chrM	51	0	129.5	25
	chrM	52	0	0.5	24
	chrM	52	0	103.0	25
	chrM	53	0	63.0	25
	chrM	54	0	0.5	24
	chrM	54	0	92.0	25
	chrM	55	0	35.5	25
	chrM	56	0	0.5	23
	chrM	56	0	40.5	25
	chrM	57	0	21.5	25
	chrM	58	0	32.5	25
	chrM	59	0	0.5	23
	chrM	59	0	41.5	25
	chrM	60	0	0.5	24
	chrM	60	0	77.5	25
	chrM	61	0	1.0	23
	chrM	61	0	38.5	25
	chrM	62	0	0.5	23
	chrM	62	0	27.5	25
	chrM	63	0	1.5	24
	chrM	63	0	65.5	25
	chrM	64	0	12.0	25
	chrM	64	1	0.5	23
	chrM	65	0	0.5	24
	chrM	65	0	64.0	25
	chrM	66	0	0.5	24
	chrM	66	0	66.0	25
	chrM	67	0	1.0	23
	chrM	67	0	0.5	24
	chrM	67	0	64.0	25
	chrM	68	0	23.5	25
	chrM	69	0	1.0	24
	chrM	69	0	127.5	25
	chrM	70	0	94.5	25
	chrM	70	1	0.5	25
	chrM	71	0	54.0	25
	chrM	72	0	1.0	24
	chrM	72	0	99.0	25
	chrM	73	0	0.5	24
	chrM	73	0	83.0	25
	chrM	74	0	35.5	25
	chrM	75	0	0.5	23
	chrM	75	0	18.5	25
	chrM	76	0	39.0	25
	chrM	77	0	4.5	23
	chrM	77	0	10.5	24
	chrM	77	0	47.0	25
	chrM	78	0	67.0	25
	chrM	78	1	0.5	25
	chrM	79	0	1.0	23
	chrM	79	0	2.5	24
	chrM	79	0	38.0	25
	chrM	80	0	9.5	23
	chrM	80	0	11.5	24
	chrM	80	0	339.0	25
	chrM	81	0	14.0	23
	chrM	81	0	31.0	24
	chrM	81	0	135.5	25
	chrM	82	0	44.5	23
	chrM	82	0	5.0	24
	chrM	82	0	102.5	25
	chrM	83	0	58.0	23
	chrM	83	0	15.0	24
	chrM	83	0	92.5	25
	chrM	84	0	2.0	23
	chrM	84	0	1.0	24
	chrM	84	0	167.5	25
	chrM	85	0	3.0	23
	chrM	85	0	5.0	24
	chrM	85	0	47.0	25
	chrM	85	1	1.5	25
	chrM	86	0	0.5	23
	chrM	86	0	0.5	24
	chrM	86	0	21.0	25
	chrM	86	1	1.0	25
	chrM	87	0	0.5	24
	chrM	87	0	39.0	25
	chrM	87	1	1.5	25
	chrM	88	0	8.5	25
	chrM	88	1	1.5	25
	chrM	89	0	22.0	25
	chrM	89	1	4.5	25
	chrM	90	0	0.5	24
	chrM	90	0	51.0	25
	chrM	90	1	3.5	25
	chrM	91	0	62.0	25
	chrM	91	1	1.0	25
	chrM	92	0	1.5	23
	chrM	92	0	2.0	24
	chrM	92	0	32.0	25
	chrM	92	1	0.5	25
	chrM	93	0	29.0	25
	chrM	93	1	1.0	25
	chrM	94	0	15.5	25
	chrM	94	1	0.5	25
	chrM	95	0	26.0	25
	chrM	95	1	3.0	25
	chrM	96	0	13.0	25
	chrM	96	1	3.5	25
	chrM	97	0	6.5	25
	chrM	97	1	7.5	25
	chrM	98	0	37.5	25
	chrM	98	1	10.5	25
	chrM	99	0	25.5	25
	chrM	99	1	4.5	25
	chrM	100	0	20.0	25
	chrM	100	1	4.0	25
	chrM	101	0	1.0	24
	chrM	101	0	17.5	25
	chrM	101	1	14.0	25
	chrM	102	0	0.5	23
	chrM	102	0	0.5	24
	chrM	102	0	11.0	25
	chrM	102	1	2.0	25
	chrM	103	0	13.0	25
	chrM	103	1	1.0	23
	chrM	103	1	8.5	25
	chrM	104	0	12.5	25
	chrM	104	1	0.5	24
	chrM	104	1	9.0	25
	chrM	105	0	28.5	25
	chrM	105	1	0.5	24
	chrM	105	1	11.5	25
	chrM	106	0	5.5	25
	chrM	106	1	7.0	25
	chrM	107	0	9.0	25
	chrM	107	1	20.5	25
	chrM	108	0	11.5	25
	chrM	108	1	16.0	25
	chrM	109	0	15.0	25
	chrM	109	1	20.5	25
	chrM	110	0	49.5	25
	chrM	110	1	5.0	25
	chrM	111	0	5.0	25
	chrM	111	1	5.0	25
	chrM	112	0	5.5	25
	chrM	112	1	6.5	25
	chrM	113	0	20.5	25
	chrM	113	1	13.5	25
	chrM	114	0	28.5	25
	chrM	114	1	5.5	25
	chrM	115	0	0.5	24
	chrM	115	0	4.0	25
	chrM	115	1	1.0	24
	chrM	115	1	5.0	25
	chrM	116	0	4.0	25
	chrM	116	1	6.5	25
	chrM	117	0	1.0	25
	chrM	117	1	17.0	25
	chrM	118	0	1.0	25
	chrM	118	1	16.0	25
	chrM	119	0	0.5	25
	chrM	119	1	10.5	25
	chrM	120	0	0.5	25
	chrM	120	1	0.5	24
	chrM	120	1	52.0	25
	chrM	121	0	0.5	25
	chrM	121	1	0.5	23
	chrM	121	1	0.5	24
	chrM	121	1	43.5	25
	chrM	122	0	2.0	25
	chrM	122	1	60.5	25
	chrM	123	1	98.5	25
	chrM	124	0	2.0	25
	chrM	124	1	302.0	23
	chrM	124	1	30.5	24
	chrM	124	1	25.0	25
	chrM	125	0	2.0	25
